0	44364	88
1	75151	301
2	78148	471
3	82755	667
4	81649	824
5	76784	932
6	74437	1056
7	78760	1280
8	77456	1419
9	78584	1603
10	79026	1777
11	81940	2014
12	83054	2217
13	84332	2429
14	85177	2634
15	85848	2837
16	85935	3024
17	87179	3255
18	85840	3390
19	86230	3592
20	85771	3760
21	86158	3965
22	85619	4128
23	85567	4314
24	84823	4464
25	84915	4657
26	84045	4797
27	81704	4846
28	82099	5054
29	81779	5219
30	82227	5435
31	82044	5609
32	82535	5832
33	81929	5977
34	81729	6151
35	81787	6345
36	81910	6545
37	81430	6697
38	81006	6853
39	79960	6953
40	80238	7167
41	80072	7342
42	80334	7558
43	79906	7710
44	80199	7931
45	78837	7987
46	78373	8131
47	78682	8355
48	78558	8535
49	78892	8765
50	78454	8911
51	78844	9151
52	78407	9296
53	78744	9534
54	78243	9670
55	78325	9878
56	77913	10024
57	77988	10233
58	77581	10379
59	77761	10603
60	77566	10777
61	77795	11012
62	77623	11190
63	77755	11413
64	77379	11562
65	77724	11819
66	77056	11923
67	77176	12148
68	77090	12341
69	77395	12599
70	77212	12778
71	77749	13079
72	77741	13290
73	77720	13500
74	78430	13840
75	79149	14187
76	78833	14350
77	78791	14563
78	79132	14849
79	79036	15054
80	78963	15264
81	79533	15602
82	79219	15767
83	79348	16022
84	78962	16173
85	78991	16408
86	78813	16602
87	78839	16839
88	78084	16908
89	78033	17129
90	77945	17342
91	77981	17584
92	78448	17925
93	77624	17972
94	77565	18194
95	77538	18424
96	77781	18721
97	77623	18923
98	78144	19292
99	77703	19425
100	77631	19651
101	77374	19829
102	77277	20049
103	77304	20302
104	76574	20355
105	75851	20406
106	75442	20540
107	75050	20677
108	74615	20800
109	74345	20969
110	73942	21099
111	73709	21276
112	73458	21449
113	73171	21610
114	72929	21784
115	72602	21931
116	72292	22084
117	72075	22264
118	72054	22505
119	71952	22721
120	71790	22920
121	71576	23101
122	71355	23280
123	71043	23429
124	70719	23573
125	70212	23654
126	70011	23837
127	69827	24026
128	69531	24176
129	69251	24331
130	69046	24512
131	68807	24680
132	68157	24700
133	67897	24858
134	67580	24995
135	67321	25152
136	67093	25321
137	66870	25492
138	66609	25647
139	66390	25818
140	66160	25985
141	65956	26161
142	65716	26323
143	65197	26372
144	64960	26533
145	64740	26700
146	64472	26848
147	64263	27019
148	64036	27183
149	63786	27337
150	63599	27517
151	63186	27598
152	63021	27787
153	62798	27950
154	62566	28109
155	62354	28277
156	62155	28450
157	61919	28606
158	61679	28759
159	61490	28936
160	61317	29121
161	61085	29277
162	60888	29450
163	60663	29609
164	60443	29770
165	59941	29791
166	59691	29935
167	59440	30078
168	59234	30243
169	59000	30394
170	58813	30568
171	58563	30710
172	58402	30897
173	58174	31050
174	57874	31163
175	57713	31350
176	57546	31534
177	57345	31700
178	56943	31753
179	56750	31921
180	56559	32091
181	56351	32251
182	56159	32420
183	56011	32614
184	55857	32805
185	55673	32978
186	55464	33137
187	55274	33306
188	55132	33504
189	54831	33606
190	54688	33803
191	54523	33988
192	54307	34140
193	54130	34318
194	53967	34503
195	53787	34678
196	53469	34764
197	53299	34944
198	53123	35121
199	53018	35345
200	52863	35536
201	52667	35700
202	52473	35865
203	52286	36034
204	52103	36207
205	51983	36423
206	51797	36594
207	51673	36808
208	51495	36984
209	51359	37191
210	51176	37364
211	50922	37484
212	50732	37651
213	50442	37744
214	50246	37905
215	50048	38064
216	49852	38225
217	49667	38395
218	49644	38690
219	49479	38876
220	49142	38926
221	48970	39105
222	48812	39296
223	48626	39464
224	48412	39610
225	48236	39785
226	48041	39946
227	47844	40105
228	47655	40269
229	47451	40421
230	47271	40593
231	47018	40702
232	46816	40854
233	46612	41004
234	46440	41183
235	46273	41365
236	46075	41520
237	45901	41696
238	45704	41851
239	45501	42001
240	45297	42149
241	45087	42291
242	44901	42455
243	44692	42597
244	44393	42652
245	44205	42813
246	44013	42970
247	43806	43111
248	43614	43267
249	43413	43413
250	43233	43580
251	43060	43754
252	42860	43901
253	42683	44071
254	42499	44234
255	42312	44392
256	42137	44565
257	41902	44672
258	41732	44849
259	41538	45000
260	41359	45167
261	41173	45324
262	41002	45500
263	40832	45676
264	40644	45832
265	40452	45984
266	40251	46125
267	40079	46298
268	39893	46456
269	39734	46645
270	39555	46810
271	39393	46996
272	39221	47169
273	39036	47327
274	38839	47470
275	38596	47556
276	38411	47713
277	38220	47861
278	38056	48044
279	37878	48209
280	37717	48394
281	37524	48541
282	37346	48705
283	37154	48851
284	36982	49022
285	36803	49185
286	36610	49329
287	36426	49485
288	36260	49664
289	36091	49840
290	35892	49974
291	35720	50146
292	35573	50352
293	35296	50374
294	35103	50514
295	34927	50679
296	34740	50826
297	34489	50880
298	34309	51037
299	34144	51217
300	33963	51372
301	33748	51474
302	33578	51646
303	33386	51782
304	33200	51929
305	33029	52098
306	32840	52238
307	32661	52393
308	32473	52535
309	32304	52707
310	32132	52874
311	31964	53047
312	31722	53096
313	31557	53274
314	31376	53425
315	31202	53587
316	31031	53753
317	30863	53926
318	30691	54090
319	30528	54272
320	30355	54436
321	30152	54545
322	29949	54652
323	29760	54785
324	29584	54942
325	29420	55121
326	29250	55288
327	29082	55459
328	28867	55540
329	28690	55693
330	28521	55862
331	28293	55914
332	28119	56070
333	27946	56230
334	27774	56391
335	27604	56556
336	27436	56725
337	27244	56843
338	27076	57011
339	26915	57196
340	26743	57354
341	26576	57525
342	26410	57698
343	26226	57832
344	26056	57996
345	25895	58181
